,index,om,yr,tz,stf,stn,mag,inj,fat,loss,closs,slat,slon,len,wid,fc,p_elat,p_elon,Time,sDate,sTime,Predicted_Time
14,5182,390,1960.0,3,19,10,2,0,0,4,0,42.5,-94.2,1,200,0,44.45320020582008,-93.78748864059897,0.0,6/16/1960,13:00:00,1900-01-01 13:00:00
29,5130,339,1960.0,3,20,40,0,0,0,1,0,38.98,-97.15,0.1,10,1,0.057051480649958825,-0.12547354452699266,20.0,6/1/1960,20:00:00,1900-01-02 16:00:00
31,4801,9,1960.0,3,1,1,1,0,0,3,0,30.63,-88.1,0.1,10,0,4.6403569731910865,-11.252404405899396,16.0,2/4/1960,15:52:00,1900-01-02 07:52:00
76,20393,601,1960.0,3,29,33,1,0,0,3,0,37.8,-92.13,0.2,10,0,38.65222398148079,-98.38733283056858,3.0,11/19/1960,13:30:00,1900-01-01 16:30:00
105,20207,415,1960.0,3,17,33,2,0,0,5,0,39.17,-88.65,0.1,10,0,45.72218868029824,-96.80281803780359,3.0,6/23/1960,2:00:00,1900-01-01 05:00:00
130,5065,273,1960.0,3,40,76,1,0,0,0,0,36.3,-95.43,0.1,10,0,5.625509701111096,-12.86671161855914,17.0,5/19/1960,20:30:00,1900-01-02 13:30:00
141,4990,198,1960.0,3,5,14,2,4,0,3,0,35.45,-92.5,8.2,333,0,1.4380337153520575,-3.5186400138945406,19.0,5/6/1960,2:00:00,1900-01-01 21:00:00
215,20280,488,1960.0,3,19,15,0,0,0,0,0,42.6,-92.77,0.1,150,0,29.936530385330585,-88.90966117346997,12.0,7/24/1960,15:00:00,1900-01-02 03:00:00
223,5157,365,1960.0,3,48,49,0,0,0,4,0,34.83,-102.4,0.1,10,0,1.735770781995034,-5.0983452502571645,20.0,6/10/1960,19:45:00,1900-01-02 15:45:00
244,5398,607,1960.0,3,20,55,2,0,0,2,0,37.4,-98.43,27.9,10,1,36.05387627981677,-85.98398061324521,2.0,11/27/1960,19:00:00,1900-01-01 21:00:00
256,4869,77,1960.0,3,5,6,3,3,0,5,0,35.47,-94.28,13.6,833,0,0.24680742345141712,-0.7156932438939658,20.0,4/15/1960,15:00:00,1900-01-02 11:00:00
282,5199,407,1960.0,3,31,27,1,0,0,0,0,41.23,-103.65,0.4,10,0,0.0794561535259121,-0.1992986292413491,21.0,6/20/1960,21:53:00,1900-01-02 18:53:00
305,4859,67,1960.0,3,13,2,1,0,0,3,0,30.75,-84.5,0.5,33,0,39.511991270495336,-93.90416615689918,2.0,4/12/1960,12:00:00,1900-01-01 14:00:00
308,4984,192,1960.0,3,48,25,0,0,0,3,0,32.95,-96.9,0.1,10,0,33.00107602697708,-99.55604844243507,0.0,5/5/1960,23:30:00,1900-01-01 23:30:00
340,20090,298,1960.0,3,18,8,2,0,0,3,0,41.57,-86.77,0.1,10,0,39.40430563635408,-98.9255716431885,4.0,5/22/1960,16:30:00,1900-01-01 20:30:00
342,19833,41,1960.0,3,12,9,1,0,0,1,0,28.05,-82.48,0.1,10,0,3.7167088108730724,-7.613397444445863,46.0,3/17/1960,16:30:00,1900-01-03 14:30:00
347,20306,514,1960.0,3,19,17,1,0,0,0,0,41.2,-95.13,0.1,10,0,41.947197085955814,-102.16913606676397,3.0,8/8/1960,11:00:00,1900-01-01 14:00:00
387,4912,120,1960.0,3,40,18,2,1,0,3,0,35.17,-97.95,3.6,200,0,45.73816209840109,-97.9874248352646,2.0,4/28/1960,19:45:00,1900-01-01 21:45:00
422,5262,470,1960.0,3,1,8,0,0,0,0,0,31.65,-86.6,0.1,10,0,43.561094514475705,-98.50823373316274,3.0,7/6/1960,21:00:00,1900-01-02 00:00:00
473,4878,86,1960.0,3,18,3,1,0,0,3,0,39.83,-86.1,0.1,10,1,0.007937887943420444,-0.018209938208992617,18.0,4/16/1960,16:30:00,1900-01-02 10:30:00
483,5134,342,1960.0,3,12,16,2,0,0,3,0,30,-81.68,0.1,10,0,35.205358431131614,-92.02384272745257,2.0,6/4/1960,19:15:00,1900-01-01 21:15:00
486,5011,219,1960.0,3,20,17,0,0,0,0,0,37.13,-102,1,200,0,0.11268437026560903,-0.3442536421027358,21.0,5/16/1960,1:10:00,1900-01-01 22:10:00
498,4896,104,1960.0,3,17,10,1,4,0,4,0,37.05,-89.2,1,60,0,39.279397850220114,-96.0828429505414,1.0,4/21/1960,18:40:00,1900-01-01 19:40:00
523,5013,221,1960.0,3,20,19,1,0,0,4,0,39.5,-97.07,4.7,250,0,0.3148216097023962,-0.7600561795897397,20.0,5/16/1960,2:00:00,1900-01-01 22:00:00
546,19915,123,1960.0,3,40,21,2,0,0,5,0,35.18,-97.95,2,300,0,0.2396788343725235,-0.563897630721229,42.0,4/28/1960,20:55:00,1900-01-03 14:55:00
572,5396,604,1960.0,3,28,8,1,0,0,4,0,31.72,-89.22,0.1,10,1,33.00002138198659,-80.16307507293445,1.0,11/27/1960,18:30:00,1900-01-01 19:30:00
574,19809,17,1960.0,3,29,2,2,0,0,4,0,37.7,-90.55,9.3,100,0,38.97276716491504,-88.06824204245557,1.0,2/9/1960,20:45:00,1900-01-01 21:45:00
586,5102,310,1960.0,3,31,11,1,0,0,4,0,41.85,-103.07,0.1,10,0,34.87612129166654,-99.95393893420177,1.0,5/24/1960,18:45:00,1900-01-01 19:45:00
598,19802,10,1960.0,3,22,2,2,8,0,5,0,29.8,-90.8,4.3,100,0,29.141133157231533,-95.0991070258696,1.0,2/4/1960,18:00:00,1900-01-01 19:00:00
603,5266,474,1960.0,3,19,13,2,0,0,5,0,43.4,-95.1,1,300,0,33.72153247921249,-98.23024249374605,2.0,7/12/1960,16:00:00,1900-01-01 18:00:00
614,5070,278,1960.0,3,29,17,1,0,0,4,0,37.35,-94.47,1.5,17,0,0.020334514472034382,-0.05529871483803183,20.0,5/19/1960,22:15:00,1900-01-02 18:15:00
648,5169,377,1960.0,3,31,15,1,0,0,4,0,40.83,-100.03,11,10,0,0.0,0.0,21.0,6/15/1960,1:00:00,1900-01-01 22:00:00
660,19864,72,1960.0,3,40,11,1,0,0,3,0,36.65,-102.63,0.2,300,1,4.782440031953539,-11.25753845852433,54.0,4/12/1960,20:00:00,1900-01-04 02:00:00
663,20255,463,1960.0,3,38,3,0,0,0,0,0,46.7,-100.2,0.1,10,0,32.79356351570421,-96.46805022698862,13.0,7/3/1960,15:15:00,1900-01-02 04:15:00
680,5146,354,1960.0,3,22,8,1,0,0,4,0,30.75,-92.4,1,33,0,39.02284208962431,-85.49902101240495,2.0,6/9/1960,16:00:00,1900-01-01 18:00:00
686,20157,365,1960.0,3,48,49,0,0,0,4,0,34.83,-102.4,0.1,10,0,1.4925122013687775,-4.18822412216936,90.0,6/10/1960,19:45:00,1900-01-05 13:45:00
689,19878,86,1960.0,3,18,3,1,0,0,3,0,39.83,-86.1,0.1,10,1,35.11840965847498,-83.92191158976526,3.0,4/16/1960,16:30:00,1900-01-01 19:30:00
690,19912,120,1960.0,3,40,18,2,1,0,3,0,35.17,-97.95,3.6,200,0,2.677224709429171,-7.700241539361332,38.0,4/28/1960,19:45:00,1900-01-03 09:45:00
695,20370,578,1960.0,3,48,66,3,1,0,5,0,34.63,-102.72,1,100,0,0.00390555170020819,-0.009501891047883413,33.0,10/13/1960,17:05:00,1900-01-03 02:05:00
721,19850,58,1960.0,3,45,1,2,0,0,4,0,34.42,-82,9.8,50,0,39.79655009572615,-83.45791776325022,2.0,3/30/1960,19:06:00,1900-01-01 21:06:00
740,5359,567,1960.0,3,22,9,1,0,0,4,0,32.37,-92.6,0.5,33,0,0.4801999713271013,-1.2252127647538116,19.0,9/24/1960,13:50:00,1900-01-02 08:50:00
741,5223,431,1960.0,3,48,55,0,0,0,3,0,29.25,-97.22,0.4,150,0,0.043793655697332096,-0.10454276277414198,20.0,6/26/1960,7:00:00,1900-01-02 03:00:00
773,20196,404,1960.0,3,31,25,2,0,0,4,0,41.05,-102.7,2,10,0,1.3759504436607668,-2.8606321730239754,42.0,6/20/1960,19:00:00,1900-01-03 13:00:00
775,20355,563,1960.0,3,1,10,2,2,0,5,0,33.18,-86.27,0.3,33,0,0.1204503447344408,-0.2616671060805058,38.0,9/19/1960,15:50:00,1900-01-03 05:50:00
776,20188,396,1960.0,3,26,4,2,0,0,3,0,41.83,-86.27,0.1,10,0,39.02218312110369,-112.1190691311126,8.0,6/17/1960,23:20:00,1900-01-02 07:20:00
805,19821,29,1960.0,3,37,2,1,0,0,3,0,35.23,-80.9,23.7,10,0,35.192026263383966,-80.8423602329468,0.0,2/18/1960,13:50:00,1900-01-01 13:50:00
806,5256,464,1960.0,3,17,39,1,0,0,5,0,41.5,-88.17,23.6,150,0,37.74154325992979,-100.15061637497698,2.0,7/4/1960,16:00:00,1900-01-01 18:00:00
836,4940,148,1960.0,3,20,15,0,0,0,1,0,39.43,-101.55,0.5,10,1,37.716053034317596,-82.33507588817243,3.0,5/4/1960,18:43:00,1900-01-01 21:43:00
838,20262,470,1960.0,3,1,8,0,0,0,0,0,31.65,-86.6,0.1,10,0,0.20796967251508153,-0.6625882827106646,81.0,7/6/1960,21:00:00,1900-01-05 06:00:00
911,5086,294,1960.0,3,19,7,1,0,0,4,0,42.2,-93.1,2,100,0,3.3950464546775017,-7.753473008201496,18.0,5/21/1960,17:10:00,1900-01-02 11:10:00
948,5395,603,1960.0,3,24,2,1,0,0,3,0,39.43,-77.2,1,33,0,0.4247392857142857,-1.104757142857143,17.0,11/27/1960,17:00:00,1900-01-02 10:00:00
954,5345,553,1960.0,3,36,4,1,0,0,1,0,43.35,-76.28,2,250,0,0.3099352677555041,-0.7214262213345326,17.0,9/11/1960,13:00:00,1900-01-02 06:00:00
963,20361,569,1960.0,3,48,65,0,0,0,0,0,26.92,-97.28,0.1,10,0,36.70380035095366,-85.38778024196476,13.0,9/29/1960,11:05:00,1900-01-02 00:05:00
988,5048,256,1960.0,3,5,23,1,0,0,4,0,35.4,-92.72,8.7,417,0,35.28036290680092,-72.97669666483257,3.0,5/19/1960,16:00:00,1900-01-01 19:00:00
995,19957,165,1960.0,3,5,9,2,0,0,4,0,35.2,-92.2,0.8,417,0,0.020258428728759954,-0.05617150830799414,40.0,5/5/1960,13:38:00,1900-01-03 05:38:00
1046,5173,381,1960.0,3,26,3,2,0,0,4,0,42.25,-84.33,5.6,33,0,26.38973770480647,-75.39580170193601,3.0,6/15/1960,18:00:00,1900-01-01 21:00:00
1069,5205,413,1960.0,3,39,5,2,0,0,4,0,39.1,-83.8,0.1,400,0,0.06245071193121693,-0.19023678791288134,18.0,6/22/1960,20:00:00,1900-01-02 14:00:00
1129,20214,422,1960.0,3,39,6,1,0,0,3,0,40.2,-82.7,1,10,0,39.7595823085129,-92.43913107669552,4.0,6/24/1960,16:00:00,1900-01-01 20:00:00
1143,20101,309,1960.0,3,56,2,1,1,0,4,0,43.25,-104.4,0.1,17,0,39.880382651868125,-104.68577680197885,2.0,5/24/1960,18:27:00,1900-01-01 20:27:00
1162,20395,603,1960.0,3,24,2,1,0,0,3,0,39.43,-77.2,1,33,0,0.0,0.0,49.0,11/27/1960,17:00:00,1900-01-03 18:00:00
1171,5326,534,1960.0,3,39,7,2,0,0,4,0,40.5,-83.18,4.5,880,0,32.7383838674966,-97.6185569375566,3.0,8/23/1960,15:00:00,1900-01-01 18:00:00
1186,20041,249,1960.0,3,31,4,2,1,0,5,0,40.55,-100.17,4.5,10,0,33.80402667282959,-75.60975783453164,9.0,5/18/1960,21:00:00,1900-01-02 06:00:00
1205,20123,331,1960.0,3,39,3,1,0,0,4,0,41.23,-81.83,1.5,10,0,40.007180467660994,-93.94623444007522,5.0,5/31/1960,21:00:00,1900-01-02 02:00:00
1207,20228,436,1960.0,3,46,5,0,0,0,3,0,45.52,-98.62,0.1,10,0,2.7815539121261863,-6.682612878237362,84.0,6/26/1960,22:05:00,1900-01-05 10:05:00
1227,19872,80,1960.0,3,20,4,3,2,0,0,0,38.58,-94.65,8.4,500,0,0.8566933333333333,-2.52324,30.0,4/16/1960,14:30:00,1900-01-02 20:30:00
1232,20082,290,1960.0,3,40,81,1,0,0,3,0,33.9,-94.8,0.8,100,0,0.35651783146575794,-0.7652560269739501,57.0,5/20/1960,6:45:00,1900-01-03 15:45:00
1276,5073,283,1960.0,3,40,79,0,0,0,0,0,35.95,-95.8,0.1,10,1,34.19231431538956,-111.71323013325798,2.0,5/19/1960,23:20:00,1900-01-02 01:20:00
1282,5047,255,1960.0,3,31,9,0,0,0,3,0,42.68,-98.15,0.3,10,0,41.685039898042795,-92.73090947025807,0.0,5/19/1960,16:00:00,1900-01-01 16:00:00
1303,20297,505,1960.0,3,38,10,2,0,0,3,0,46.9,-99.3,0.1,10,0,39.67803890333621,-100.21064171347618,3.0,8/2/1960,19:00:00,1900-01-01 22:00:00
1311,20292,500,1960.0,3,27,5,1,0,0,4,0,46.42,-96.23,0.1,10,0,32.535150595246726,-86.17751598011591,9.0,7/29/1960,16:15:00,1900-01-02 01:15:00
1318,5090,298,1960.0,3,18,8,2,0,0,3,0,41.57,-86.77,0.1,10,0,0.8814077683274707,-2.0599421574176158,18.0,5/22/1960,16:30:00,1900-01-02 10:30:00
1331,19890,98,1960.0,3,40,14,1,0,0,3,0,36.97,-95.35,1,100,0,0.19705099815868046,-0.5762782196368293,57.0,4/16/1960,22:15:00,1900-01-04 07:15:00
1338,20078,286,1960.0,3,48,29,2,0,0,5,0,33.63,-96.58,2.7,67,0,46.84943318374627,-95.24506493294831,5.0,5/20/1960,5:15:00,1900-01-01 10:15:00
1344,20235,443,1960.0,3,55,5,2,0,0,4,0,44.57,-91.58,12.2,67,0,0.10860666666666667,-0.35962666666666665,39.0,6/28/1960,23:00:00,1900-01-03 14:00:00
1358,5330,538,1960.0,3,13,6,0,0,0,5,0,30.68,-83.18,2,200,0,32.09439324498049,-82.016781207805,0.0,8/25/1960,5:10:00,1900-01-01 05:10:00
1387,5034,242,1960.0,3,40,63,1,0,0,3,0,34.77,-97.27,0.5,50,0,45.13806496551274,-94.45536832046824,2.0,5/18/1960,16:10:00,1900-01-01 18:10:00
1394,20347,555,1960.0,3,45,3,3,10,0,6,0,32.78,-79.83,8.8,100,0,38.00273082952966,-90.37095000344962,3.0,9/11/1960,15:00:00,1900-01-01 18:00:00
1409,5118,326,1960.0,3,48,36,1,0,0,0,0,34.98,-102.05,1.3,33,0,0.4535388292110315,-1.0525819157056244,21.0,5/28/1960,17:00:00,1900-01-02 14:00:00
1420,5005,213,1960.0,3,13,4,2,0,0,4,0,31.37,-84.17,1,33,0,37.65810057520123,-89.27845770137688,1.0,5/11/1960,13:30:00,1900-01-01 14:30:00
1421,4810,18,1960.0,3,17,1,1,2,0,5,0,38.73,-89.88,0.1,10,0,31.525345545302073,-84.43448372917254,1.0,2/9/1960,21:25:00,1900-01-01 22:25:00
1540,19886,94,1960.0,3,19,4,1,0,0,4,0,40.83,-91.83,15.8,500,0,40.114299583333334,-81.99162672619045,4.0,4/16/1960,20:05:00,1900-01-02 00:05:00
1560,19838,46,1960.0,3,22,5,0,0,0,3,0,30.8,-90.37,0.5,33,0,0.008091002201680495,-0.01820863476841755,85.0,3/29/1960,17:00:00,1900-01-05 06:00:00
1586,20135,343,1960.0,3,17,26,1,0,0,2,0,41.43,-88.77,0.1,10,1,0.003496142433234421,-0.008170029673590505,54.0,6/4/1960,23:37:00,1900-01-04 05:37:00
1594,20216,424,1960.0,3,50,1,2,0,0,4,0,44.63,-72.9,2,100,0,33.78627131092255,-107.9096770608524,12.0,6/24/1960,16:40:00,1900-01-02 04:40:00
1599,20050,258,1960.0,3,40,69,1,0,0,3,0,34.9,-98.25,0.1,10,0,0.7912154942354508,-1.9841055612971386,58.0,5/19/1960,16:50:00,1900-01-04 02:50:00
1604,20000,208,1960.0,3,5,20,1,0,0,4,0,35.85,-90.1,14,100,0,32.56119248845973,-96.98503473933508,4.0,5/7/1960,0:55:00,1900-01-01 04:55:00
1609,19914,122,1960.0,3,40,20,3,2,0,4,0,35.22,-97.95,3.6,200,0,42.16561070938689,-97.5977075641929,2.0,4/28/1960,20:50:00,1900-01-01 22:50:00
1670,20401,609,1960.0,3,20,57,1,0,0,3,0,38.62,-97.03,0.1,10,1,5.057889388266417,-15.064409199130555,49.0,11/27/1960,20:00:00,1900-01-03 21:00:00
1671,5333,541,1960.0,3,27,6,2,0,0,4,0,47.7,-95.42,0.2,40,0,37.38596937476267,-93.51996487364242,2.0,8/25/1960,21:00:00,1900-01-01 23:00:00
1726,19837,45,1960.0,3,40,5,2,0,0,3,0,36.3,-99.9,24.2,200,0,0.1932750751223444,-0.4961927851814615,42.0,3/29/1960,16:30:00,1900-01-03 10:30:00
1749,19976,184,1960.0,3,40,56,4,13,5,5,0,35.38,-94.55,5.4,10,0,0.0019189223003889268,-0.004469092455959734,24.0,5/5/1960,20:50:00,1900-01-02 20:50:00
1783,4836,44,1960.0,3,28,3,1,0,0,3,0,32.33,-90.35,0.1,10,0,0.09960744782931684,-0.2750673014968884,19.0,3/29/1960,5:30:00,1900-01-02 00:30:00
1802,19892,100,1960.0,3,40,15,2,2,0,4,0,36.6,-95.2,3.8,200,0,0.0028548562059121894,-0.00696928916884894,41.0,4/17/1960,2:00:00,1900-01-02 19:00:00
1808,5343,551,1960.0,3,23,1,1,0,0,4,0,46.87,-68.02,9.7,100,0,38.428170000012884,-92.16854107205019,4.0,9/9/1960,14:00:00,1900-01-01 18:00:00
1831,5303,511,1960.0,3,31,38,1,0,0,3,0,41.47,-98.7,0.1,10,0,41.22511581039235,-97.6644173499626,0.0,8/6/1960,21:00:00,1900-01-01 21:00:00
1857,20094,302,1960.0,3,40,83,2,0,0,0,0,35.1,-98.55,0.1,10,0,34.165693018953064,-87.02403198931523,4.0,5/23/1960,19:40:00,1900-01-01 23:40:00
1874,5300,508,1960.0,3,26,6,1,0,0,4,0,42.3,-85.6,0.1,10,0,2.574985077682362,-5.510698738033512,17.0,8/5/1960,16:30:00,1900-01-02 09:30:00
1902,5083,291,1960.0,3,48,33,0,0,0,2,0,30.7,-96.37,0.3,17,0,43.641526700937966,-92.59154567876567,2.0,5/20/1960,14:20:00,1900-01-01 16:20:00
1909,19849,57,1960.0,3,13,1,1,0,0,3,0,32.3,-84.92,0.6,300,0,33.7138465610253,-81.15960020752897,2.0,3/30/1960,17:00:00,1900-01-01 19:00:00
1947,5026,234,1960.0,3,51,3,1,0,0,4,0,38.38,-78.25,0.1,10,0,42.817427035834456,-92.26779856397589,2.0,5/17/1960,18:00:00,1900-01-01 20:00:00
1949,20003,211,1960.0,3,1,5,2,0,0,5,0,30.5,-88.1,0.2,100,0,35.895170089285756,-87.2945669642857,2.0,5/7/1960,19:30:00,1900-01-01 21:30:00
2005,5365,573,1960.0,3,37,10,1,0,0,4,0,35.07,-78.8,0.5,200,0,39.15486502405687,-89.96329984610891,2.0,10/7/1960,16:40:00,1900-01-01 18:40:00
2010,5254,462,1960.0,3,34,3,1,0,0,3,0,40.05,-74.05,2,50,0,0.13361103458448995,-0.33935018613133794,16.0,7/2/1960,23:42:00,1900-01-02 15:42:00
2062,4845,53,1960.0,3,17,5,2,0,0,4,0,38.17,-90,22.3,130,0,0.2530027454367698,-0.5791075596724033,19.0,3/30/1960,4:00:00,1900-01-01 23:00:00
2077,19908,116,1960.0,3,48,13,1,0,0,0,0,31.72,-97.13,0.2,17,0,0.6242031766231384,-1.3480951200383007,58.0,4/28/1960,19:00:00,1900-01-04 05:00:00
2099,5055,263,1960.0,3,27,1,0,0,0,0,0,43.65,-93.53,0.1,10,0,40.2526938729816,-97.619511749476,0.0,5/19/1960,18:04:00,1900-01-01 18:04:00
2106,20350,558,1960.0,3,37,9,2,8,0,4,0,34.92,-78.33,1,37,0,0.28340337856293774,-0.6823801819677623,35.0,9/15/1960,4:40:00,1900-01-02 15:40:00
2115,20356,564,1960.0,3,19,24,0,0,0,3,0,42.28,-91.1,1,77,0,31.30378826301506,-95.89617918240269,10.0,9/20/1960,13:30:00,1900-01-01 23:30:00
2151,20312,520,1960.0,3,31,39,0,0,0,0,0,41.23,-103.48,0.1,10,1,0.23460053333333333,-0.48924860000000003,94.0,8/16/1960,16:00:00,1900-01-05 14:00:00
2171,19808,16,1960.0,3,5,3,0,0,0,3,0,34.12,-93.08,2,250,0,40.965274243460954,-95.01376692292227,6.0,2/9/1960,20:35:00,1900-01-02 02:35:00
2180,4998,206,1960.0,3,28,4,1,2,0,5,0,31.08,-90.17,12.3,10,0,30.950915961488633,-85.70785588812397,0.0,5/6/1960,16:00:00,1900-01-01 16:00:00
2184,20208,416,1960.0,3,18,10,3,0,0,5,0,39.53,-87.35,0.1,10,0,41.04755775673926,-77.47931821986899,2.0,6/23/1960,2:30:00,1900-01-01 04:30:00
2188,5319,527,1960.0,3,19,19,0,0,0,0,0,42.83,-95.55,0.1,10,0,0.6329879121376811,-1.3335763134057972,20.0,8/20/1960,16:05:00,1900-01-02 12:05:00
2192,5038,246,1960.0,3,20,21,1,0,0,4,0,39.2,-99.83,6.9,100,0,43.47904905621292,-89.71295407353529,1.0,5/18/1960,17:30:00,1900-01-01 18:30:00
2196,4846,54,1960.0,3,47,1,2,1,0,4,0,35.45,-86.78,8.2,10,0,0.0,0.0,18.0,3/30/1960,4:40:00,1900-01-01 22:40:00
2205,5252,460,1960.0,3,38,2,0,0,0,0,0,46.4,-97.1,0.1,10,1,2.6987932264957264,-5.7099034416971906,19.0,7/1/1960,16:00:00,1900-01-02 11:00:00
2213,20052,260,1960.0,3,40,71,0,0,0,0,0,34.5,-97.9,0.1,10,1,0.005346395061728395,-0.013615975308641977,91.0,5/19/1960,17:30:00,1900-01-05 12:30:00
2274,19948,156,1960.0,3,40,38,3,6,0,5,0,34.82,-96.83,18.3,10,0,39.19928536280393,-88.5344214880146,2.0,5/4/1960,20:05:00,1900-01-01 22:05:00
2282,4812,20,1960.0,3,17,2,2,1,0,5,0,37.97,-89,24,77,0,37.78050920433824,-102.22643267753035,2.0,2/13/1960,15:00:00,1900-01-01 17:00:00
2284,19922,130,1960.0,3,40,28,0,0,0,0,0,36.83,-97.3,0.1,10,1,0.0,0.0,90.0,4/29/1960,17:00:00,1900-01-05 11:00:00
2292,5031,239,1960.0,3,29,14,1,0,0,3,0,36.67,-93.88,0.2,10,0,36.697229996952736,-87.61491342791673,1.0,5/18/1960,15:00:00,1900-01-01 16:00:00
2298,5114,322,1960.0,3,37,7,2,1,0,4,0,35.4,-76.1,0.1,10,0,39.69326985679455,-81.00618107320746,1.0,5/27/1960,21:35:00,1900-01-01 22:35:00
2322,20172,380,1960.0,3,30,1,1,0,0,3,0,45.7,-111.07,1.3,17,0,4.4043120995047955,-12.671190434962714,57.0,6/15/1960,17:50:00,1900-01-04 02:50:00
2344,19994,202,1960.0,3,5,18,2,0,0,4,0,33.87,-92.28,19.3,10,0,0.00390555170020819,-0.009501891047883413,40.0,5/6/1960,9:40:00,1900-01-03 01:40:00
2350,5012,220,1960.0,3,20,18,2,0,0,4,0,39.2,-97.33,0.3,100,0,40.49898523952989,-98.55569723354431,0.0,5/16/1960,1:30:00,1900-01-01 01:30:00
